,p,alpha,Qvar,ILvar
541,0.1,2.89,6.395062170296022e-19,5.475453029253863e-13
542,0.1,2.89,1.5736229302027222e-19,2.4821144195273927e-13
543,0.1,2.89,1.2851863737725513e-17,1.2908433462848646e-12
544,0.1,2.89,5.178278660713285e-19,1.1776783853495163e-13
545,0.1,2.89,4.567063796920419e-18,9.197650026112602e-12
546,0.1,2.89,1.5298613399384965e-19,2.640545752923659e-13
547,0.1,2.89,4.959121472728183e-19,6.306174628881907e-13
548,0.1,2.89,5.449342031593688e-19,1.0108434609367079e-13
549,0.1,2.89,4.960684157246232e-19,6.381799412929928e-13
550,0.1,2.89,1.6407221562174952e-18,6.78349377698858e-13
551,0.1,2.89,1.917279540578263e-19,2.8835966662617844e-13
552,0.1,2.89,1.8510450436864732e-19,3.41295992598736e-14
553,0.1,2.89,7.646631720595087e-19,4.567312419379119e-13
554,0.1,2.89,1.5298912310491772e-18,1.135995672514817e-12
555,0.1,2.89,2.0153843816932078e-19,3.336931483272411e-14
556,0.1,2.89,1.290250681757763e-17,2.0577666787319566e-11
557,0.1,2.89,3.9610478396473122e-19,3.8271422687710945e-13
558,0.1,2.89,1.7384034701793333e-19,2.2210608862622967e-14
559,0.1,2.89,1.2158736466414342e-19,1.3194606262216288e-13
560,0.1,2.89,7.026740158915386e-19,2.6816748205511045e-13
561,0.1,2.89,1.7256687123433536e-19,6.371329846513428e-14
562,0.1,2.89,8.683619283341097e-19,6.570766794076512e-14
563,0.1,2.89,4.712441644878942e-19,1.1523508270340156e-13
564,0.1,2.89,2.1154145378635387e-19,6.612417706633149e-14
565,0.1,2.89,1.895312266576158e-18,1.4004002586770553e-12
566,0.1,2.89,6.6266232169837185e-19,1.9350932022721333e-12
567,0.1,2.89,2.6581308133581268e-18,6.375823333161464e-12
568,0.1,2.89,2.0470425396299814e-18,1.2927157543559318e-12
569,0.1,2.89,5.322389421775901e-19,1.2169807715490477e-12
570,0.1,3.0,2.7869918467783126e-19,4.138303091859269e-13
571,0.1,3.0,6.240876397421233e-19,3.659537830769941e-12
572,0.1,3.0,1.0278502415784455e-18,9.56235291915006e-13
573,0.1,3.0,3.0252347068867963e-19,4.0367842161092234e-13
574,0.1,3.0,6.382551977590712e-19,5.694783831413889e-13
575,0.1,3.0,2.976565491439488e-19,7.419836419894951e-14
576,0.1,3.0,2.1955102257756543e-19,2.039423469057277e-13
577,0.1,3.0,8.346609279320565e-19,1.7087161417600212e-13
578,0.1,3.0,1.4240356532852568e-19,1.643662766924609e-14
579,0.1,3.0,1.0051587809648952e-18,1.9741666646112602e-13
580,0.1,3.0,8.863395970913915e-19,2.816341805078676e-12
581,0.1,3.0,1.788433561688802e-18,1.4251934365786414e-12
582,0.1,3.0,8.489109390442804e-17,7.962045573726361e-11
583,0.1,3.0,3.1251119449575203e-18,3.9447642386178096e-13
584,0.1,3.0,1.821809270041152e-19,8.106889899715555e-14
585,0.1,3.0,7.918603951732202e-17,7.268187576748237e-13
586,0.1,3.0,8.135393534600784e-19,9.485394094059206e-13
587,0.1,3.0,2.383668218208368e-19,2.150768340814276e-13
588,0.1,3.0,5.340067878285066e-19,1.6890423719700507e-12
589,0.1,3.0,1.6999498294502774e-19,6.194473587481415e-14
590,0.1,3.0,3.938716456827562e-19,9.147349462768719e-13
591,0.1,3.0,3.830981750624775e-19,6.410596068740087e-14
592,0.1,3.0,1.6617380226640393e-19,1.7792959594532381e-13
593,0.1,3.0,6.51520214095298e-19,1.6559739682402127e-12
594,0.1,3.0,4.0027084812680703e-19,4.805680046114745e-13
595,0.1,3.0,9.941365077483866e-19,2.8277064321957373e-12
596,0.1,3.0,1.4160574582268678e-19,1.543336944261848e-14
597,0.1,3.0,2.234990347439156e-19,6.688261345371395e-14
598,0.1,3.0,2.021881390077589e-18,4.893246275536491e-12
599,0.1,3.0,2.550087124681792e-19,2.9632250916706705e-13
600,0.2,1.0,0.010982122502945052,0.35425534162607647
601,0.2,1.0,0.008537212129633135,0.3454194879333838
602,0.2,1.0,0.017046562039232948,0.3272518661533588
603,0.2,1.0,0.010033476015927445,0.38696356866370996
604,0.2,1.0,0.0153438839659449,0.36975059257648857
605,0.2,1.0,0.016188075662215983,0.5263413355895472
606,0.2,1.0,0.016401254912717256,0.401781138277963
607,0.2,1.0,0.01584074902731413,0.39158611300094065
608,0.2,1.0,0.017234380698237777,0.33733324076619065
609,0.2,1.0,0.008771293801104623,0.31817516239906607
610,0.2,1.0,0.017489950008923977,0.38028462213566605
611,0.2,1.0,0.012230469755398217,0.33277278882492195
612,0.2,1.0,0.02597603770747108,0.604272459493529
613,0.2,1.0,0.024545050673600518,0.4825963251773555
614,0.2,1.0,0.01274515051184272,0.36072024315321427
615,0.2,1.0,0.011764462076437367,0.2639651323388951
616,0.2,1.0,0.017233621407541058,0.4574243845546126
617,0.2,1.0,0.019609637314010917,0.48982044490362564
618,0.2,1.0,0.013017408596259985,0.39976820230395754
619,0.2,1.0,0.020581402276083193,0.5116000758350622
620,0.2,1.0,0.01439529880289449,0.42100589615347955
621,0.2,1.0,0.009770764618901745,0.28320076167064107
622,0.2,1.0,0.011651315883057794,0.35691177441167093
623,0.2,1.0,0.009940247128955191,0.2828840722529201
624,0.2,1.0,0.021470758764079462,0.49870563644878013
625,0.2,1.0,0.012157118333198316,0.28186868426657397
626,0.2,1.0,0.0085931208230574,0.3827448199775248
627,0.2,1.0,0.014058470007090039,0.3484386589662825
628,0.2,1.0,0.013215915411382815,0.35799641323907927
629,0.2,1.0,0.011218694086252153,0.40989911932112283
630,0.2,1.1,0.015183449963894613,0.3649014577966674
631,0.2,1.1,0.022595372831501197,0.41670182918818965
632,0.2,1.1,0.006252072071806999,0.2499754288952443
633,0.2,1.1,0.00833968585381888,0.28455177992159947
634,0.2,1.1,0.009803707394983934,0.30268541415783395
635,0.2,1.1,0.021209445799149625,0.3724657231103009
636,0.2,1.1,0.012086198400674607,0.34956831959485757
637,0.2,1.1,0.009944121616006047,0.3432398104538483
638,0.2,1.1,0.012770240440056988,0.30587124228815044
639,0.2,1.1,0.008507010446859954,0.2654779233810379
640,0.2,1.1,0.013287564659573769,0.423120402604653
641,0.2,1.1,0.012920026899844572,0.2948436762894175
642,0.2,1.1,0.017872869995212547,0.3930920516733973
643,0.2,1.1,0.01712145112638079,0.41857719457224557
644,0.2,1.1,0.011740426737654033,0.36345098336870146
645,0.2,1.1,0.011929554566874894,0.3078690246990379
646,0.2,1.1,0.006390150061059624,0.3026070160901872
647,0.2,1.1,0.02059664004524106,0.42703820090616307
648,0.2,1.1,0.014321165234448825,0.35620440378950524
649,0.2,1.1,0.006479047800554721,0.28568653607265776
650,0.2,1.1,0.016221780294487412,0.37276029464161764
651,0.2,1.1,0.01512782311243293,0.3665712641337442
652,0.2,1.1,0.009520234597967641,0.2986094052369964
653,0.2,1.1,0.00727105154791249,0.35038113194533066
654,0.2,1.1,0.009394080254786451,0.32464686635041107
655,0.2,1.1,0.015538752281351893,0.40591038873563207
656,0.2,1.1,0.006632509719560694,0.24319620460678537
657,0.2,1.1,0.010647144081274502,0.3433894818649427
658,0.2,1.1,0.0069785787274026624,0.2804594354239185
659,0.2,1.1,0.012812539289694735,0.38977267502948415
660,0.2,1.21,0.004599232193635891,0.23563816847789323
661,0.2,1.21,0.009181326278686047,0.3169952490873066
662,0.2,1.21,0.009865985509485595,0.3230106710750222
663,0.2,1.21,0.002559809517049782,0.21402077477013695
664,0.2,1.21,0.006723764538800233,0.26047418759919966
665,0.2,1.21,0.004684561801384903,0.23353771216515662
666,0.2,1.21,0.00789073578665212,0.31297464486539023
667,0.2,1.21,0.005825878715007602,0.2731173666919504
