,alpha,Qvar,ILvar
0,1.0204081632653061,0.003464602088415965,5.0764976118440136e-05
1,1.2987012987012987,0.0011677055616259684,1.0831815502072e-06
2,1.7857142857142858,0.00048277390420951616,1.0642206179372073e-07
3,1.7857142857142858,0.00024025185126061687,1.3112148392446213e-08
4,1.7857142857142858,0.000146191023693324,5.861643483259685e-07
5,2.0,7.959267173603601e-05,8.339300268849848e-08
6,2.5,4.788222104136479e-05,5.536188177953646e-06
7,3.0303030303030303,3.283687017883477e-05,2.466623776780776e-06
8,4.166666666666667,2.190574263741532e-05,1.0420197511704786e-06
9,4.761904761904762,1.6841683279526523e-05,1.9136608217168985e-07
