,alpha,Qvar,ILvar
0,1.0101010101010102,0.0032261908726460985,3.136154662473721e-05
1,1.0101010101010102,0.0032787933986164887,2.8518312237164963e-05
2,1.0101010101010102,0.0033515589768367154,3.0279415998525045e-05
3,1.0309278350515463,0.003606637705194595,2.646076094003036e-05
4,1.0309278350515463,0.003047786561644974,2.373066474646592e-05
5,1.0101010101010102,0.0033429815646443717,4.955097551234086e-05
6,1.0,0.0034608822754049794,4.2928218363684725e-05
7,1.0204081632653061,0.0032460389976129117,3.6770282920431917e-05
8,1.0,0.003179385430442479,2.1714781546853614e-05
9,1.0204081632653061,0.0034546859830980577,5.5700195549305e-05
10,1.0416666666666667,0.0027299778696044815,4.138902384386387e-05
11,1.0204081632653061,0.0029429080276025116,3.524292987355574e-05
12,1.0309278350515463,0.0028058978347144095,1.965036115018585e-05
13,1.0101010101010102,0.0029716615660389067,3.735807584642745e-05
14,1.0309278350515463,0.003163771082015005,3.7165693697815927e-05
15,1.0309278350515463,0.003287317287217762,4.0093303964677766e-05
16,1.0204081632653061,0.002978830388885424,2.9065873292542607e-05
17,1.0204081632653061,0.0028238182985405873,4.3189397656314537e-05
18,1.0526315789473684,0.003025174540853337,4.658611332764873e-05
19,1.0309278350515463,0.0027374136610209122,3.092554697042304e-05
20,1.0309278350515463,0.00291781095919397,3.970892173979526e-05
21,1.098901098901099,0.0026658278057814853,3.8254609603786046e-05
22,1.0526315789473684,0.0030068430501697377,2.733077251625262e-05
23,1.0869565217391304,0.002537847955624157,1.0060627821612235e-05
24,1.0309278350515463,0.002904840149793441,3.456028657061071e-05
25,1.0309278350515463,0.0026534514881375623,2.142553042866065e-05
26,1.0204081632653061,0.0028672365611622968,1.1441218731174687e-05
27,1.0309278350515463,0.002820376703777887,1.0941917096072116e-05
28,1.0204081632653061,0.002753385230646332,3.20907725102445e-05
29,1.0526315789473684,0.0025516111197533106,2.049838321502573e-05
30,1.0638297872340425,0.0020686012751606926,8.597485765299527e-06
31,1.0416666666666667,0.0023772212218173905,5.5733859517731575e-05
32,1.075268817204301,0.002461242803516407,9.677421704956337e-06
33,1.0101010101010102,0.0027859980488214972,3.776077464627513e-05
34,1.0526315789473684,0.00227320170796113,1.051128323352829e-05
35,1.0638297872340425,0.0022654388865303906,5.893431755454471e-06
36,1.0638297872340425,0.0025148213341334765,4.610935055583867e-05
37,1.0638297872340425,0.002376832245073263,2.6856321492846503e-05
38,1.0526315789473684,0.002455862929475755,1.4452012343938051e-05
39,1.0416666666666667,0.002435205812480565,9.466239914138871e-06
40,1.075268817204301,0.0021084551773530333,1.6943925721490434e-05
41,1.0638297872340425,0.002408464028067479,1.4763815036062779e-05
42,1.0869565217391304,0.0022421280558899354,1.2367382793961885e-05
43,1.0869565217391304,0.0021307263192570478,3.7668583923098465e-05
44,1.075268817204301,0.0021996066442773773,2.02002165086958e-05
45,1.075268817204301,0.0024041244280945113,3.224984709683724e-05
46,1.075268817204301,0.0023310594520528785,8.796408972970778e-06
47,1.0869565217391304,0.002170065526258881,1.8180204326649406e-05
48,1.075268817204301,0.002300687692294318,1.9214512180740663e-05
49,1.098901098901099,0.0023609892354889347,1.6831344766163374e-05
50,1.1494252873563218,0.002091482109447457,7.320584964533402e-06
51,1.1494252873563218,0.0019151656160710485,1.1941788401191855e-05
52,1.098901098901099,0.001869731082300679,1.1489028408594417e-05
53,1.1111111111111112,0.002040827516961645,8.081425983457834e-06
54,1.1111111111111112,0.0020566510173311123,2.851432281276261e-05
55,1.075268817204301,0.0022024989514852146,8.697283035755545e-06
56,1.098901098901099,0.0020298856877332245,1.6920118732735087e-05
57,1.1235955056179776,0.0022110623561854845,8.287590321925215e-06
58,1.1235955056179776,0.0019036825786235727,1.212706591954979e-05
59,1.1235955056179776,0.002196026822794483,5.468459457364285e-06
60,1.1235955056179776,0.0017586879608191594,8.201384562722334e-06
61,1.1494252873563218,0.001786227191811255,1.2396591753301672e-05
62,1.1494252873563218,0.0018837726809300018,7.098204127939151e-06
63,1.1111111111111112,0.0020530288646684134,1.2649848444147953e-05
64,1.1764705882352942,0.0018946773656644007,3.577257583576638e-06
65,1.1363636363636365,0.0017013933507233098,2.535363286676829e-06
66,1.1494252873563218,0.0018444008609576012,2.9339710766031212e-06
67,1.1494252873563218,0.0017897590859833144,4.331863884097316e-06
68,1.1111111111111112,0.0018201552803876501,1.0921206275304937e-05
69,1.0869565217391304,0.001817520023417788,7.479003098256318e-06
70,1.1363636363636365,0.0014834158842078912,9.563455050509799e-06
71,1.1494252873563218,0.0017874090283623771,1.8846102624787334e-06
72,1.1111111111111112,0.0016335255323601816,4.425912204808141e-06
73,1.2048192771084338,0.0014962072900823315,1.6603474674165729e-06
74,1.1235955056179776,0.0016271487959277373,5.3756165780800925e-06
75,1.1627906976744187,0.0016067762414073504,5.169340058889227e-06
76,1.1363636363636365,0.0015814938359577913,1.4502176560214241e-05
77,1.1764705882352942,0.0016759387598869187,6.302421692496585e-06
78,1.1904761904761905,0.0017224250370250914,4.221093626847996e-06
79,1.1235955056179776,0.0017137682156713142,7.725814435587872e-06
80,1.1904761904761905,0.0016295341039913062,7.0173706685543075e-06
81,1.1904761904761905,0.0015447343223821365,3.952556168568175e-06
82,1.1904761904761905,0.001485364562759595,3.031856492985426e-06
83,1.1627906976744187,0.0014031688006170542,1.752598322425572e-06
84,1.1904761904761905,0.0013373391593530953,4.0711591878534166e-06
85,1.1764705882352942,0.001381496315908581,2.3261217264467983e-06
86,1.2195121951219512,0.001424118332812102,5.758339638876474e-06
87,1.1235955056179776,0.0014941532941942825,5.592059042639956e-06
88,1.1235955056179776,0.0015135670979824537,4.8502645759442265e-06
89,1.2195121951219512,0.0017353861994536433,3.430529450932006e-06
90,1.2195121951219512,0.001247762333316114,4.7187035377088995e-06
91,1.2987012987012987,0.0013512799323644425,4.244367151918332e-06
92,1.1764705882352942,0.0014276443128724673,2.3285082399721513e-06
93,1.2658227848101267,0.001311151193088711,2.674600208757472e-06
94,1.25,0.0014220341533230374,2.5996899517226092e-06
95,1.1904761904761905,0.0012746306770065315,6.4584980134267856e-06
96,1.1904761904761905,0.0014133999438543797,6.287808879199922e-06
97,1.2048192771084338,0.001292194365249737,5.446752400441819e-06
98,1.2195121951219512,0.0013461944924453987,4.302850421027492e-06
99,1.1764705882352942,0.001600652033118021,9.616013960567463e-06
100,1.2195121951219512,0.001370883212309547,4.140724821774806e-06
101,1.2820512820512822,0.0012533391809926365,2.5752970068905036e-06
102,1.3333333333333333,0.0012461884972055032,5.760150484418613e-06
103,1.2658227848101267,0.001320549425229075,1.4622148461355236e-06
104,1.25,0.0013316984003497376,3.6998976654800765e-06
105,1.2987012987012987,0.0012021595857370608,4.557942202590182e-06
106,1.2987012987012987,0.0013210587966553456,1.0728612972341584e-05
107,1.25,0.0012241487173428299,4.563612743729443e-06
108,1.2820512820512822,0.0013755323319849897,4.351626482839181e-06
109,1.2658227848101267,0.0011221434714885662,1.0575281378620332e-06
110,1.2658227848101267,0.0011666550549438224,3.714744036929635e-06
111,1.3513513513513513,0.0010515170679565547,8.643985455577717e-07
112,1.2658227848101267,0.0011265028895574675,7.672377961933791e-07
113,1.3333333333333333,0.0011052024439639587,9.451503679322464e-07
114,1.3157894736842106,0.0010233684417530412,1.955236414631252e-06
115,1.2658227848101267,0.0012412429753134483,1.9053763115068242e-06
116,1.3157894736842106,0.00115614255206312,1.2898182877067576e-06
117,1.2987012987012987,0.001084095296992681,9.472898052908303e-07
118,1.2987012987012987,0.0012750845048328037,2.0606401344784414e-06
119,1.3157894736842106,0.0012073861285049072,6.744731932299798e-06
